clues|clavedelainstitucion|nombredelainstitucion|clavedelaentidad|entidad|clavedelmunicipio|municipio|clavedelalocalidad|localidad|clavedelajurisdiccion|jurisdiccion|clavedeltipoestablecimiento|nombretipoestablecimiento|clavedetipologia|nombredetipologia|clavedesubtipologia|nombredesubtipologia|nombredelaunidad|nombrecomercial|clavetipodevialidad|tipodevialidad|vialidad|numeroexterior|numerointerior|clavetipodeasentamiento|tipodeasentamiento|asentamiento|codigopostal|referenciasdeldomicilio|claveestatusdeoperacion|estatusdeoperacion|rfcdelestablecimiento|telefono1delestablecimiento|extensiontelefonica1delestab|telefono2delestablecimiento|extensiontelefonica2delestab|fechadeconstruccion|fechadeiniciodeoperacion|claveunidadmovilmarca|unidadmovilmarca|unidadmovilmarcaespecifica|unidadmovilmodelo|claveunidadmovilprograma|unidadmovilprograma|claveunidadmoviltipo|unidadmoviltipo|claveunidadmoviltipologia|unidadmoviltipologia|clavedelainsadm|nombredelainsadm|clavenivelatencion|nivelatencion|claveestratounidad|estratounidad|clavetipoobra|tipoobra|clavepropiedaddelinmueble|propiedaddelinmueble|observacionesalregistro|latitud|longitud|claveultimomovimiento|ultimomovimiento|fechaultimomovimiento|comentariosdelavalidacion|clavemotivobaja|motivobaja|fechaefectivadebaja
NLSSA014650|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|033|LINARES|0001|LINARES|07|MONTEMORELOS|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES LINARES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES LINARES|5|CALLE|BARRETA|SIN NUMERO||7|COLONIA|FOVISSSTE|67700|GUAYACAN Y RETAMA S/N, COL. FOVISSSTE|1|EN OPERACION|SSN970115QI9|8212120002||||01/02/2008|01/08/2009|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|APROBADA CONFORME A OFICIO ENVIADO POR LA DIRECCIÓN DE PLANEACIÓN DE SERVICIOS DE SALUD DE NUEVO LEÓN. CORRIGE NÚMERO DE CONSULTORIOS EN OTRAS ÁREAS. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|24.859727|-99.547773|B|MODIFICACION|04/06/2019||||
NLSSA014662|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|026|GUADALUPE|0001|GUADALUPE|04|GUADALUPE|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES VALLE SOLEADO|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES VALLE SOLEADO|5|CALLE|VALLE DEL OCASO|SIN NUMERO||7|COLONIA|VALLE SOLEADO|67115|VALLE DE COLIBRÍ Y VALLE DE OCASO S/N, COL. VALLE SOLEADO|1|EN OPERACION|SSN970115QI9|8113068825||||01/01/2007|01/01/2009|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|25.704206|-100.169824|B|MODIFICACION|10/08/2018||||
NLSSA014674|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|031|JUAREZ|0001|CIUDAD BENITO JUAREZ|04|GUADALUPE|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES BENITO JUÁREZ|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES BENITO JUÁREZ|22|NINGUNO|NINGUNO|SIN NUMERO||7|COLONIA|FUENTES DE JUÁREZ|67260|CAMINO A RANCHO EL CURRO, COL. FUENTES DE JUÁREZ|1|EN OPERACION|SSN970115QI9|8113396747||||01/03/2009|01/08/2009|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|CAMBIO DE RESPONSABLE DE LA UNIDAD. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|25.64647|-100.104149|B|MODIFICACION|05/03/2018||||
NLSSA014686|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|011|CERRALVO|0001|CIUDAD CERRALVO|06|CADEREYTA JIMÉNEZ|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CERRALVO|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CERRALVO|5|CALLE|GUERRERO|406||7|COLONIA|CENTRO|65900|GUERRERO NO. 406 CRUZ CON VICTORIA CABECERA MUNICIPAL, COL. CENTRO|1|EN OPERACION|SSN970115QI9|8926880447||||01/08/2007|01/04/2009|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|26.089711|-99.611332|B|MODIFICACION|05/07/2018||||
NLSSA014703|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|019|SAN PEDRO GARZA GARCIA|0001|SAN PEDRO GARZA GARCIA|03|SAN PEDRO GARZA GARCÍA|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SAN PEDRO|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SAN PEDRO|5|CALLE|PLOMO|SIN NUMERO||7|COLONIA|SAN PEDRO 400|66210|PLOMO S/N, COL. FOMERREY 22|1|EN OPERACION|SSN970115QI9|8183083488||||01/04/2009|01/01/2010|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|25.681801|-100.415222|B|MODIFICACION|05/07/2018||||
NLSSA014715|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|018|GARCIA|0001|GARCIA|03|SAN PEDRO GARZA GARCÍA|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES GARCÍA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES GARCÍA|5|CALLE|SAN LUIS|SIN NUMERO||7|COLONIA|COLINAS DEL RÍO|66006|SAN LUIS S/N CRUZ RÍO SALADO, COL. COLINAS DEL RÍO|1|EN OPERACION|SSN970115QI9|8182831351||||13/04/1979|01/07/2009|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|APROBADA CONFORME A OFICIO ENVIADO POR LA DIRECCIÓN DE PLANEACIÓN DE SERVICIOS DE SALUD DE NUEVO LEÓN. CORRIGE NÚMERO DE CONSULTORIOS EN OTRAS ÁREAS. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|25.805987|-100.60856|B|MODIFICACION|04/06/2019||||
NLSSA014732|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|014|DOCTOR ARROYO|0001|DOCTOR ARROYO|08|DOCTOR ARROYO|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES DR. ARROYO|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES DR. ARROYO|5|CALLE|JUÁREZ|SIN NUMERO||7|COLONIA|CENTRO|67900|JUÁREZ CON MATEHUALITA, COL. CENTRO|1|EN OPERACION|SSN970115QI9|4888880143||||01/05/2008|01/02/2010|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|SE ACTUALIZARON DATOS VARIOS. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|23.6761306|-100.1866302|B|MODIFICACION|05/03/2018||||
NLSSA014744|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|021|GENERAL ESCOBEDO|0001|CIUDAD GENERAL ESCOBEDO|02|MONTERREY NORTE|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES PEDREGAL|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES PEDREGAL|3|AVENIDA|LAS TORRES|SIN NUMERO||7|COLONIA|PARQUE INDUSTRIAL MARIANO ESCOBEDO|66061|LAS TORRES S/N ENTRE PETROQUIMICO Y CERAMICA, EN LA UNIDAD DEPORTIVA PONIENTE , COL. PARQUE INDUSTRIAL MARIANO ESCOBEDO|1|EN OPERACION|SSN970115QI9|8113060660||||01/09/2008|01/06/2012|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|25.806552|-100.356829|B|MODIFICACION|05/07/2018||||
NLSSA014756|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|038|MONTEMORELOS|0001|MONTEMORELOS|07|MONTEMORELOS|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES MONTEMORELOS|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES MONTEMORELOS|5|CALLE|16 DE SEPTIEMBRE|609||7|COLONIA|MORELOS I|67542|CALLE 16 DE SEPTIEMBRE ENTRE LA CALLE DIEZ Y CALLE NUEVE, COL. MORELOS I|1|EN OPERACION|SSN970115QI9|8262672713||||01/09/2007|01/05/2010|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|APROBADA CONFORME A OFICIO ENVIADO POR LA DIRECCIÓN DE PLANEACIÓN DE SERVICIOS DE SALUD DE NUEVO LEÓN. CORRIGE NÚMERO DE CONSULTORIOS EN OTRAS ÁREAS (PASA DE 4 A 2).. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|25.182734|-99.806887|B|MODIFICACION|04/06/2019||||
NLSSA014761|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|039|MONTERREY|0001|MONTERREY|01|MONTERREY|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES LA ALIANZA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES LA ALIANZA|5|CALLE|SOLDADORES|1014||7|COLONIA|LA ALIANZA|64103|SOLDADORES, ENTRE ARQUITECTOS Y TRAILEROS, COL. LA ALIANZA|1|EN OPERACION|SSN970115QI9|8183700000||||01/09/2008|01/12/2009|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|2|RENTADO|APROBADA CONFORME A OFICIO ENVIADO POR LA DIRECCIÓN DE PLANEACIÓN DE SERVICIOS DE SALUD DE NUEVO LEÓN, ACTUALIZA CAMAS, CONSULTORIOS, RESPONSABLE SANITARIO, INCLUYE HORARIO Y SERVICIOS. FALTA PLANO, FOTO Y AVISO DE FUNCIONAMIENTO. SE PIDE VERIFICAR EL TIPO Y NOMBRE DE ASENTAMIENTO EN CATÁLOGO DE SEPOMEX, PUES ES DIFERENTE AL REGISTRADO EN SOLICITUD. . CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|25.781529|-100.41592|B|MODIFICACION|09/10/2019||||
NLSSA014773|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|039|MONTERREY|0001|MONTERREY|01|MONTERREY|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SAN BERNABÉ|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SAN BERNABÉ|5|CALLE|SALMON|9120||7|COLONIA|FOMERREY 105|64109|SALMON S /N , ENTRE TRIANGULO Y PEZ TAMBOR, COL. FOMERREY 105|1|EN OPERACION|SSN970115QI9|8111597156||||01/09/2008|25/11/2011|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|2|RENTADO|APROBADA CONFORME A OFICIO ENVIADO POR LA DIRECCIÓN DE PLANEACIÓN DE SERVICIOS DE SALUD DE NUEVO LEÓN, ACTUALIZA CONSULTORIOS, RESPONSABLE SANITARIO, INCLUYE HORARIO Y SERVICIOS. FALTA PLANO, FOTO Y AVISO DE FUNCIONAMIENTO. SE PIDE VERIFICAR EL TIPO Y NOMBRE DE ASENTAMIENTO EN CATÁLOGO DE SEPOMEX, PUES ES DIFERENTE AL REGISTRADO EN SOLICITUD. . CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|25.75759|-100.383336|B|MODIFICACION|09/10/2019||||
NLSSA014785|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|039|MONTERREY|0001|MONTERREY|03|SAN PEDRO GARZA GARCÍA|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES LA ESTANZUELA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES LA ESTANZUELA|5|CALLE|TESORERIA|SIN NUMERO||7|COLONIA|NUEVA ESTANZUELA|64988|TESORERIA S/N ENTRE ASISTENCIA Y CONGRESO, COL. NUEVA ESTANZUELA|1|EN OPERACION|SSN970115QI9|8112461752||||12/09/2008|12/01/2010|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|APROBADA CON OBSERVACIONES, ACTUALIZA NOMBRE DEL RESPONSABLE SANITARIO. INCLUYEN OFICIO Y AVISO DE FUNCIONAMIENTO, SE PIDE ADJUNTAR FOTO RECIENTE . CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|25.581621|-100.238242|B|MODIFICACION|26/09/2019||||
NLSSA014790|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|046|SAN NICOLAS DE LOS GARZA|0001|SAN NICOLAS DE LOS GARZA|02|MONTERREY NORTE|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SAN NICOLÁS|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SAN NICOLÁS|5|CALLE|EDUARDO A. ELIZONDO|SIN NUMERO||7|COLONIA|PEÑA GUERRA|66490|SE SOLICTO EL CAMBIO DE DOMICILIO A ESTE EDIFICIO DEBIDO A LA INSEGURIDAD Y VANDALISMO YA QUE SE ENCUENTRA DAÑADO EN SU MAYORIA Y INCIARAN OPERACIONES EN ESTE EDIFICIO QUE ERA EL ANTERIOR C.S.U. PEÑA GUERRA|1|EN OPERACION|SSN970115QI9|8183700000||||16/07/2008|16/11/2013|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|SOLICTA POR ESCRITO LA DIRECCION DE JURISDICCIONES LA MODIFICACION DEL STATUS 1P A 1 DEL UNEME CENTRO NUEVA VIDA SAN NICOLAS DE LA JURISDICCION 2, YA QUE ENTRO EN OPERACIONES DESDE EL 1 DE NOVIEMBRE DEL PRESENTE AÑO, SE ADJUNTA DICHO OFICIO, ASI COMO EL OFICIO FIRMADO POR ESTA DIRECCION DE PALNEACION EN DONDE SE SOLICTA DICHO TRAMITE . CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|25.717679|-100.257136|B|MODIFICACION|17/01/2014||||
NLSSA014802|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|009|CADEREYTA JIMENEZ|0001|CADEREYTA JIMENEZ|06|CADEREYTA JIMÉNEZ|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CADEREYTA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CADEREYTA|5|CALLE|SAN FERNANDO|SIN NUMERO||7|COLONIA|NUEVA MADERO|67485|SAN SAN FERNANDO SIN NUMERO , COL. NUEVA MADERO|1|EN OPERACION|SSN970115QI9|8282842788||||01/06/2008|01/02/2012|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|APROBADA CONFORME A DOCUMENTOS ENVIADOS POR SERVICIOS DE SALUD DE NUEVO LEÓN. SE ACTUALIZA RESPONSABLE SANITARIO, ADJUNTAN AVISO DE FUNCIONAMIENTO. FALTA PLANO Y FOTO. . CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|25.566976|-100.021978|B|MODIFICACION|01/10/2019||||
NLSSA014814|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|013|CHINA|0001|CHINA|06|CADEREYTA JIMÉNEZ|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CHINA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CHINA|5|CALLE|JUÁREZ|410||7|COLONIA|CENTRO|67050|JUÁREZ NO. 410 ENTRE MADERO Y PINO SUAREZ, COL. CENTRO|1|EN OPERACION|SSN970115QI9|8232320099||||01/06/2008|01/09/2009|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|25.7058|-99.235805|B|MODIFICACION|05/07/2018||||
NLSSA014826|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|004|ALLENDE|0001|CIUDAD DE ALLENDE|07|MONTEMORELOS|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ALLENDE|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ALLENDE|5|CALLE|GERANIOS|SIN NUMERO||7|COLONIA|FRACC. BUGAMBILIAS|67350|SIN REFERENCIAS|1|EN OPERACION|SSN970115QI9|8262682078||||01/09/2008|01/08/2009|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|25.296729|-100.030001|B|MODIFICACION|05/03/2018||||
NLSSA014831|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|017|GALEANA|0001|GALEANA|08|DOCTOR ARROYO|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES GALEANA|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES GALEANA|24|CARRETERA|LINARES-GALEANA|SIN NUMERO||7|COLONIA|CENTRO|67850|CARRETERA LINARES-GALEANA, COL. CENTRO|1|EN OPERACION|SSN970115QI9|8266884505||||01/05/2008|01/09/2009|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|SE ACTUALIZARON DATOS VARIOS. CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|24.8193067|-100.071971|B|MODIFICACION|05/03/2018||||
NLSSA014983|SSA|SECRETARIA DE SALUD|19|NUEVO LEON|039|MONTERREY|0001|MONTERREY|03|SAN PEDRO GARZA GARCÍA|1|DE CONSULTA EXTERNA|UNE|UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)|UNE15|UNEMES DE SALUD MENTAL Y ADICCIONES|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES AMERICA II|CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES AMERICA II|5|CALLE|MARÍA DE JESÚS DOS AMANTES|803||7|COLONIA|INDEPENDENCIA|64720|MARÍA DE JESÚS DOSAMANTES NO. 803 ALTOS, COL. AMÉRICA II|1|EN OPERACION|SSN970115QI9|8112343044||||17/11/1975|13/09/2011|||||||||||SESA|SECRETARIA DE SALUD ESTATAL|1|PRIMER NIVEL|2|URBANO|5|OTRA|5|OTRO|APROBADA CON OBSERVACIONES, ACTUALIZA NOMBRE DEL RESPONSABLE SANITARIO. INCLUYEN OFICIO Y AVISO DE FUNCIONAMIENTO, SE PIDE ADJUNTAR FOTO RECIENTE . CAMBIO/AJUSTE DE SUBTIPOLOGÍA Y NOMBRE SOLICITADO POR CONADIC CON BASE EN NUEVO MODELO TRABAJADO CONJUNTAMENTE CON DGPLADES. ENVÍAN OFICIO DE SOLICITUD POR PARTE DEL COMISIONADO DE CONADIC DR. GADY ZABICKY SIROT. CAMBIO REALIZADO EL 23/03/2023|25.6536|-100.31|B|MODIFICACION|26/09/2019||||
